"LineName"	"MaleParent"	"FemaleParent"
CP11-1857	CPCL99-1371	Mix 08-1V
CP11-1858	CPCL99-1371	Mix 08-1V
CP11-1859	CPCL99-1371	Mix 08-1V
CP11-1860	CPCL99-1371	Mix 08-1V
CP11-1861	CPCL99-1371	Mix 08-1V
CP11-1862	CPCL06-8007	Mix 08-1W
CP11-1863	CPCL06-8007	Mix 08-1W
CP11-1864	CPCL06-8007	Mix 08-1W
CP11-1865	CP04-1131	Mix 08-1W
CP11-1866	CP01-1178	CPCL02-7406
CP11-1867	CP01-1178	CPCL02-7406
CP11-1868	CP01-1178	CPCL02-7406
CP11-1869	CP01-1178	CPCL02-7406
CP11-1870	CP01-1178	CPCL02-7406
CP11-1871	CP01-1178	CPCL02-7406
CP11-1872	CL93-1858	CPCL02-7406
CP11-1873	CL93-1858	CPCL02-7406
CP11-1874	CL93-1858	CPCL02-7406
CP11-1875	CL84-4234	CPCL02-7406
CP11-1876	CL84-4234	CPCL02-7406
CP11-1877	CL84-4234	CPCL02-7406
CP11-1878	CL84-4234	CPCL02-7406
CP11-1879	CL84-4234	CPCL02-7406
CP11-1880	CL85-2154	CL88-4866
CP11-1881	CL85-2154	CL88-4866
CP11-1882	CL85-2154	CL88-4866
CP11-1883	CPCL05-1102	CP04-1252
CP11-1884	CL84-4234	CL89-4290
CP11-1885	CL84-4234	CL89-4290
CP11-1886	CL84-4234	CL89-4290
CP11-1887	CP05-1364	CP05-1740
CP11-1888	CPCL02-1295	CP05-1740
CP11-1889	CPCL02-1295	CP05-1740
CP11-1890	CPCL02-1295	CP05-1740
CP11-1891	CPCL02-1295	CP05-1740
CP11-1892	CPCL02-1295	CP05-1740
CP11-1893	CPCL02-1295	CP05-1740
CP11-1894	Ho95-0988	CPCL02-7406
CP11-1895	CL90-4643	CPCL05-1102
CP11-1896	CL90-4643	CPCL05-1102
CP11-1897	CL90-4643	CPCL05-1102
CP11-1898	CL90-4643	CPCL05-1102
CP11-1899	CL90-4643	CPCL05-1102
CP11-1900	CL90-4643	CPCL05-1102
CP11-1901	CL90-4643	CPCL05-1102
CP11-1902	CL90-4643	CPCL05-1102
CP11-1903	CL90-4643	CPCL05-1102
CP11-1904	CL90-4643	CPCL05-1102
CP11-1905	CL90-4643	CPCL05-1102
CP11-1906	CL90-4643	CPCL05-1102
CP11-1907	CL90-4643	CPCL05-1102
CP11-1908	CL90-4643	CPCL05-1102
CP11-1909	CL90-4643	CPCL05-1102
CP11-1910	CL90-4643	CPCL05-1102
CP11-1911	CL90-4643	CPCL05-1102
CP11-1912	CL90-4643	CPCL05-1102
CP11-1913	CL90-4643	CPCL05-1102
CP11-1914	CL90-4643	CPCL05-1102
CP11-1915	CL90-4643	CPCL05-1102
CP11-1916	CL90-4643	CPCL05-1102
CP11-1917	CL90-4643	CPCL05-1102
CP11-1918	CL90-4643	CPCL05-1102
CP11-1919	CL93-1858	POLY08-20
CP11-1920	CL93-1858	POLY08-20
CP11-1921	CL93-1858	POLY08-20
CP11-1922	CL93-1858	POLY08-20
CP11-1923	CL93-1858	POLY08-20
CP11-1924	CL93-1858	POLY08-20
CP11-1925	CPCL02-8017	CP01-2459
CP11-1926	CPCL02-8017	CP01-2459
CP11-1927	CPCL02-8017	CP01-2459
CP11-1928	CPCL02-8017	CP01-2459
CP11-1929	CPCL02-8017	CP01-2459
CP11-1930	CPCL02-8017	CP01-2459
CP11-1931	CPCL02-8017	CP01-2459
CP11-1932	CPCL02-8017	CP01-2459
CP11-1933	CPCL02-8017	CP01-2459
CP11-1934	CPCL02-8017	CP01-2459
CP11-1935	CPCL02-8017	CP01-2459
CP11-1936	CPCL02-8017	CP01-2459
CP11-1937	CPCL02-8017	CP01-2459
CP11-1938	CPCL02-8017	CP01-2459
CP11-1939	CPCL02-8017	CP01-2459
CP11-1940	CPCL02-8017	CP01-2459
CP11-1941	CPCL06-8024	CP01-2459
CP11-1942	CPCL06-8024	CP01-2459
CP11-1943	CP05-1364	CP01-2459
CP11-1944	CP05-1364	CP01-2459
CP11-1945	CL90-4643	CP01-2459
CP11-1946	CL89-5189	CP01-2459
CP11-1947	CL89-5189	CP01-2459
CP11-1948	CL89-5189	CP01-2459
CP11-1949	CL89-5189	CP01-2459
CP11-1950	CP03-2188	CP01-2459
CP11-1951	CP03-2188	CP01-2459
CP11-1952	CP03-2188	CP01-2459
CP11-1953	CP03-2188	CP01-2459
CP11-1954	CP03-2188	CP01-2459
CP11-1955	CP03-2188	CP01-2459
CP11-1956	CP03-2188	CP01-2459
CP11-1957	CL85-2154	CP01-2459
CP11-1958	CL85-2154	CP01-2459
CP11-1959	CL85-2154	CP01-2459
CP11-1960	CL85-2154	CP01-2459
CP11-1961	CL85-2154	CP01-2459
CP11-1962	CL85-2154	CP01-2459
CP11-1963	CL85-2154	CP01-2459
CP11-1964	CL85-2154	CP01-2459
CP11-1965	CL85-2154	CP01-2459
CP11-1966	CL85-2154	CP01-2459
CP11-1967	CL85-2154	CP01-2459
CP11-1968	CL85-2154	CP01-2459
CP11-1969	CL85-2154	CP01-2459
CP11-1970	CP01-1338	CP01-2459
CP11-1971	CP01-1338	CP01-2459
CP11-1972	CP01-1338	CP01-2459
CP11-1973	CP01-1338	CP01-2459
CP11-1974	CP01-1338	CP01-2459
CP11-1975	CP01-1338	CP01-2459
CP11-1976	CP01-1338	CP01-2459
CP11-1977	CP01-1338	CP01-2459
CP11-1978	CP01-1338	CP01-2459
CP11-1979	CP99-1894	CP01-2459
CP11-1980	CP99-1894	CP01-2459
CP11-1981	CP99-1894	CP01-2459
CP11-1982	CP99-1894	CP01-2459
CP11-1983	CP99-1894	CP01-2459
CP11-1984	CP99-1894	CP01-2459
CP11-1985	CP99-1894	CP01-2459
CP11-1986	CP96-1252	CPCL06-8009
CP11-1987	CP96-1252	CPCL06-8009
CP11-1988	CP96-1252	CPCL06-8009
CP11-1989	CP96-1252	CPCL06-8009
CP11-1990	CP96-1252	CPCL06-8009
CP11-1991	CP96-1252	CPCL06-8009
CP11-1992	CP94-2059	CPCL06-8009
CP11-1993	CP95-1039	CP96-1290
CP11-1994	CP95-1039	CP96-1290
CP11-1995	CP95-1039	CP96-1290
CP11-1996	CP95-1039	CP96-1290
CP11-1997	TCP00-4521	CP96-1290
CP11-1998	TCP00-4521	CP96-1290
CP11-1999	TCP00-4521	CP96-1290
CP11-2000	TCP00-4521	CP96-1290
CP11-2001	TCP00-4521	CP96-1290
CP11-2002	TCP00-4521	CP96-1290
CP11-2003	CL89-5189	CP95-1569
CP11-2004	CL89-5189	CP95-1569
CP11-2005	CL89-5189	CP95-1569
CP11-2006	CP98-1417	CL95-5255
CP11-2007	CP01-2390	Mix 08-1X
CP11-2008	CP01-2390	Mix 08-1X
CP11-2009	CP01-2390	Mix 08-1X
CP11-2010	CP01-2390	Mix 08-1X
CP11-2011	CP01-2390	Mix 08-1X
CP11-2012	CP01-2390	Mix 08-1X
CP11-2013	CP01-2390	Mix 08-1X
CP11-2014	CP01-2390	Mix 08-1X
CP11-2015	CP01-2390	Mix 08-1X
CP11-2016	CP01-2390	Mix 08-1X
CP11-2017	CP01-2390	Mix 08-1X
CP11-2018	CPCL00-0458	Mix 08-1X
CP11-2019	CPCL00-0458	Mix 08-1X
CP11-2020	CPCL00-0458	Mix 08-1X
CP11-2021	CPCL00-0458	Mix 08-1X
CP11-2022	CPCL00-0458	Mix 08-1X
CP11-2023	CPCL00-0458	Mix 08-1X
CP11-2024	CP04-1566	TCP00-4518
CP11-2025	CP04-1566	TCP00-4518
CP11-2026	CP98-1029	TCP00-4518
CP11-2027	CP98-1029	TCP00-4518
CP11-2028	CP98-1029	TCP00-4518
CP11-2029	CP98-1029	TCP00-4518
CP11-2030	CP98-1029	TCP00-4518
CP11-2031	CP98-1029	TCP00-4518
CP11-2032	CP98-1029	TCP00-4518
CP11-2033	CP96-1290	TCP98-4454
CP11-2034	CP97-1777	TCP98-4454
CP11-2035	CP97-1989	TCP98-4454
CP11-2036	CP97-1989	TCP98-4454
CP11-2037	CP97-1989	TCP98-4454
CP11-2038	CP97-1989	TCP98-4454
CP11-2039	CP97-1989	TCP98-4454
CP11-2040	CP97-1989	TCP98-4454
CP11-2041	CP97-1989	TCP98-4454
CP11-2042	CP97-1989	TCP98-4454
CP11-2043	TCP00-4530	CP95-1039
CP11-2044	TCP00-4530	CP95-1039
CP11-2045	TCP00-4530	CP95-1039
CP11-2046	TCP00-4504	CP95-1039
CP11-2047	TCP00-4504	CP95-1039
CP11-2048	TCP00-4504	CP95-1039
CP11-2049	TCP00-4521	CP95-1039
CP11-2050	CP03-1160	HoCP05-0927
CP11-2051	CP03-1160	HoCP05-0927
CP11-2052	CP03-1160	HoCP05-0927
CP11-2053	CP03-1160	HoCP05-0927
CP11-2054	CL89-5189	HoCP05-0927
CP11-2055	CL89-5189	HoCP05-0927
CP11-2056	CL89-5189	HoCP05-0927
CP11-2057	CL89-5189	HoCP05-0927
CP11-2058	CL89-5189	HoCP05-0927
CP11-2059	CP00-2180	HoCP05-0918
CP11-2060	CP00-2180	HoCP05-0918
CP11-2061	CP00-2180	HoCP05-0918
CP11-2062	CP94-2203	HoCP05-0918
CP11-2063	CP94-2203	HoCP05-0918
CP11-2064	CP94-2203	HoCP05-0918
CP11-2065	CP94-2203	HoCP05-0918
CP11-2066	CP94-2203	HoCP05-0918
CP11-2067	CP94-2203	HoCP05-0918
CP11-2068	CP94-2203	HoCP05-0918
CP11-2069	CP94-2203	HoCP05-0918
CP11-2070	CP94-2203	HoCP05-0918
CP11-2071	CP92-1167	HoCP05-0918
CP11-2072	CP92-1167	HoCP05-0918
CP11-2073	CP92-1167	HoCP05-0918
CP11-2074	CP92-1167	HoCP05-0918
CP11-2075	CP92-1167	HoCP05-0918
CP11-2076	CP92-1167	HoCP05-0918
CP11-2077	CP92-1167	HoCP05-0918
CP11-2078	CP92-1167	HoCP05-0918
CP11-2079	CP92-1167	HoCP05-0918
CP11-2080	CP92-1167	HoCP05-0918
CP11-2081	CP92-1167	HoCP05-0918
CP11-2082	CP92-1167	HoCP05-0918
CP11-2083	CP92-1167	HoCP05-0918
CP11-2084	CP92-1167	HoCP05-0918
CP11-2085	CP92-1167	HoCP05-0918
CP11-2086	CP92-1167	HoCP05-0918
CP11-2087	CP92-1167	HoCP05-0918
CP11-2088	CP92-1167	HoCP05-0918
CP11-2089	CP04-1367	HoCP05-0918
CP11-2090	CP04-1367	HoCP05-0918
CP11-2091	CP04-1367	HoCP05-0918
CP11-2092	CP04-1367	HoCP05-0918
CP11-2093	CP04-1367	HoCP05-0918
CP11-2094	CP04-1367	HoCP05-0918
CP11-2095	CPCL06-8007	HoCP05-0918
CP11-2096	CPCL06-8007	HoCP05-0918
CP11-2097	CPCL06-8007	HoCP05-0918
CP11-2098	CPCL06-8007	HoCP05-0918
CP11-2099	CL90-4643	CPCL97-0393
CP11-2100	CL90-4643	CPCL97-0393
CP11-2101	CP04-1935	CL89-5189
CP11-2102	CL84-3152	CP04-1844
CP11-2103	CL84-3152	CP04-1844
CP11-2104	CL84-3152	CP04-1844
CP11-2105	CL84-3152	CP04-1844
CP11-2106	CL84-3152	CP04-1844
CP11-2107	CL88-2747	POLY09-05
CP11-2108	HoCP04-0838	HoCP04-0852
CP11-2109	L99-0233	POLY09-07
CP11-2110	L99-0233	POLY09-07
CP11-2111	L99-0233	POLY09-07
CP11-2112	L99-0233	POLY09-07
CP11-2113	CP02-1143	CP04-1844
CP11-2114	CP04-1844	POLY09-08
CP11-2115	HoCP03-0743	POLY09-09
CP11-2116	US90-0018	CL87-1630
CP11-2117	CL87-1630	CL87-1630
CP11-2118	CP96-1252	CP04-1105
CP11-2119	CPCL02-7386	CP04-1105
CP11-2120	CPCL97-0393	CP04-1105
CP11-2121	CPCL01-0271	TCP98-4447
CP11-2122	CPCL97-0393	TCP98-4447
CP11-2123	CPCL97-0393	TCP98-4447
CP11-2124	TCP00-4504	TCP98-4447
CP11-2125	TCP98-4447	POLY09-10
CP11-2126	CP00-2180	POLY09-10
CP11-2127	CP97-1777	POLY09-10
CP11-2128	CP97-1777	POLY09-10
CP11-2129	CP97-1777	POLY09-10
CP11-2130	CP97-1777	POLY09-10
CP11-2131	CL88-2747	POLY09-10
CP11-2132	Ho07-0602	HoCP04-0852
CP11-2133	Ho07-0602	HoCP04-0852
CP11-2134	Ho05-0961	POLY09-11
CP11-2135	Ho05-0961	POLY09-11
CP11-2136	Ho07-0602	HoCP96-0540
CP11-2137	Ho07-0602	HoCP96-0540
CP11-2138	Ho07-0602	Ho06-0562
CP11-2139	US90-0018	CPCL01-0271
CP11-2140	US90-0018	CPCL01-0271
CP11-2141	CP96-1252	L99-0226
CP11-2142	HoCP05-0904	L99-0226
CP11-2144	L06-0040	Ho06-0563
CP11-2145	L06-0040	Ho06-0563
CP11-2146	TCP00-4530	CPCL02-7386
CP11-2147	CP04-1844	CPCL02-7386
CP11-2148	CPCL02-0908	CPCL02-7386
CP11-2149	CP04-1105	CPCL02-7386
CP11-2150	CPCL02-8021	POLY09-12
CP11-2151	CL89-5189	POLY09-12
CP11-2152	CL89-5189	POLY09-12
CP11-2153	CL89-5189	POLY09-12
CP11-2154	CL89-5189	POLY09-12
CP11-2155	CL89-5189	POLY09-12
CP11-2156	CL89-5189	POLY09-12
CP11-2157	CL89-5189	POLY09-12
CP11-2158	CL88-2747	POLY09-13
CP11-2159	CL88-2747	POLY09-13
CP11-2160	CP96-1252	POLY09-13
CP11-2161	CP06-2335	POLY09-13
CP11-2162	CP06-2335	POLY09-13
CP11-2163	CP01-2459	POLY09-14
CP11-2164	CP01-2459	POLY09-14
CP11-2165	CP85-1491	POLY09-14
CP11-2166	CP85-1491	POLY09-14
CP11-2167	CP85-1491	POLY09-14
CP11-2168	CP85-1491	POLY09-14
CP11-2169	CP85-1491	POLY09-14
CP11-2170	CP85-1491	POLY09-14
CP11-2171	CP94-2203	POLY09-14
CP11-2172	CP02-2281	POLY09-15
CP11-2173	CP02-2281	POLY09-15
CP11-2174	CP02-2281	POLY09-15
CP11-2175	CP02-2281	POLY09-15
CP11-2176	CP02-2281	POLY09-15
CP11-2177	CPCL97-0393	POLY09-15
CP11-2178	HoCP01-0517	HoCP96-0540
CP11-2179	CP02-2065	HoCP04-0852
CP11-2180	HoCP04-0838	TCP00-4530
CP11-2181	HoCP05-0904	POLY09-17
CP11-2182	HoCP05-0904	POLY09-17
CP11-2183	CL84-3152	POLY09-18
CP11-2184	CL84-3152	POLY09-18
CP11-2185	CL84-3152	POLY09-18
CP11-2186	CL84-3152	POLY09-18
CP11-2187	CL84-3152	POLY09-18
CP11-2188	CL84-3152	POLY09-18
CP11-2189	CL84-3152	POLY09-18
CP11-2190	CL84-3152	POLY09-18
CP11-2191	CL84-3152	POLY09-18
CP11-2192	CL84-3152	POLY09-18
CP11-2193	CL84-3152	POLY09-18
CP11-2194	CP05-1616	POLY09-18
CP11-2195	CL89-5189	POLY09-19
CP11-2196	CL89-5189	POLY09-19
CP11-2197	CL89-5189	POLY09-19
CP11-2198	CL89-5189	POLY09-19
CP11-2199	CL89-5189	POLY09-19
CP11-2200	CL89-5189	POLY09-19
CP11-2201	CL89-5189	POLY09-19
CP11-2202	CL84-3152	POLY09-19
CP11-2203	CL84-3152	POLY09-19
CP11-2204	CP04-1566	CP92-1167
CP11-2205	CP04-1566	CP92-1167
CP11-2206	CL90-4643	CL92-1787
CP11-2207	HoCP04-0838	CP97-1777
CP11-2208	HoCP04-0838	CP97-1777
CP11-2209	HoCP04-0838	CP97-1777
CP11-2210	CL88-4730	CP89-1509
CP11-2211	CP96-1252	POLY09-21
CP11-2212	TCP97-4416	POLY09-21
CP11-2213	CL88-4730	POLY09-21
CP11-2214	CL88-4730	POLY09-21
CP11-2215	CP00-2188	POLY09-21
CP11-2216	TCP01-4563	POLY09-21
CP11-2217	CL93-1858	POLY09-21
CP11-2218	CL84-3152	POLY09-21
CP11-2219	CP04-1844	POLY09-21
CP11-2220	CP80-1743	POLY09-21
CP11-2221	CP80-1743	POLY09-21
CP11-2222	CPCL06-8004	POLY09-21
CP11-2223	CPCL06-8004	POLY09-21
CP11-2224	CPCL06-8004	POLY09-21
CP11-2225	CPCL06-8004	POLY09-21
CP11-2226	US06-9601	CPCL95-2287
CP11-2227	US06-9601	CPCL95-2287
CP11-2228	US06-9601	CPCL95-2287
CP11-2229	HoCP01-0517	CPCL95-2287
CP11-2230	HoCP00-0950	HoCP05-0918
CP11-2231	US02-0099	POLY09-22
CP11-2232	CL89-5189	POLY09-22
CP11-2233	CL89-5189	POLY09-22
CP11-2234	CL89-5189	POLY09-22
CP11-2235	CL89-5189	POLY09-22
CP11-2236	CL89-5189	POLY09-22
CP11-2237	CP96-1252	POLY09-23
CP11-2238	CP02-2281	POLY09-23
CP11-2239	CP02-2281	POLY09-23
CP11-2240	CP04-1619	POLY09-23
CP11-2241	CPCL00-4027	POLY09-23
CP11-2242	CPCL05-1050	POLY09-23
CP11-2243	CP89-1509	POLY09-23
CP11-2244	CP06-2340	POLY09-23
CP11-2245	CP06-2335	POLY09-24
CP11-2246	CP06-2335	POLY09-24
CP11-2247	CP06-2657	POLY09-24
CP11-2248	CP06-2664	POLY09-24
CP11-2249	CPCL02-7363	POLY09-24
CP11-2250	CP06-2170	POLY09-24
CP11-2251	CP06-2170	POLY09-24
CP11-2252	CP02-2281	POLY09-24
CP11-2253	CP02-2281	POLY09-24
CP11-2254	CP04-1105	POLY09-24
CP11-2255	CP04-1105	POLY09-24
CP11-2256	CP04-1105	POLY09-24
CP11-2257	CP04-1105	POLY09-24
CP11-2258	CPCL05-1201	CP97-1777
CP11-2259	CL90-4500	CPCL00-4027
CP11-2260	CP02-2281	POLY09-25
CP11-2261	CP02-2281	POLY09-25
CP11-2262	CPCL05-1102	POLY09-25
CP11-2263	CL88-4730	POLY09-25
CP11-2264	CP06-2214	POLY09-25
CP11-2265	CP06-2214	POLY09-25
CP11-2266	CP06-2214	POLY09-25
CP11-2267	CP78-1628	POLY09-25
CP11-2268	CP89-2377	POLY09-25
CP11-2269	CP89-2377	POLY09-25
CP11-2270	CP89-2377	POLY09-25
CP11-2271	CP89-2377	POLY09-25
CP11-2272	CL84-3152	POLY09-25
CP11-2273	CL84-3152	POLY09-25
CP11-2274	CL84-3152	POLY09-25
CP11-2275	CPCL02-1295	POLY09-25
CP11-2276	CPCL02-1295	POLY09-25
CP11-2277	CPCL02-1295	POLY09-25
CP11-2278	CP99-1896	POLY09-25
CP11-2279	CP99-1896	POLY09-25
CP11-2280	CP99-1896	POLY09-25
CP11-2281	CP99-1896	POLY09-25
CP11-2282	CP99-1896	POLY09-25
CP11-2283	CP99-1896	POLY09-25
CP11-2284	CP99-1896	POLY09-25
CP11-2285	CPCL02-7363	POLY09-26
CP11-2286	CPCL02-7363	POLY09-26
CP11-2287	CPCL02-7363	POLY09-26
CP11-2288	CPCL05-1050	POLY09-26
CP11-2289	CPCL05-1050	POLY09-26
CP11-2290	CPCL05-1050	POLY09-26
CP11-2291	CPCL05-1050	POLY09-26
CP11-2292	CPCL06-3470	POLY09-26
CP11-2293	CPCL06-3470	POLY09-26
CP11-2294	CL88-4730	POLY09-26
CP11-2295	CL88-4730	POLY09-26
CP11-2296	CL89-5189	POLY09-26
CP11-2297	CL89-5189	POLY09-26
CP11-2298	CL89-5189	POLY09-26
CP11-2299	CL89-5189	POLY09-26
CP11-2300	CL89-5189	POLY09-26
CP11-2301	CL89-5189	POLY09-26
CP11-2302	CL89-5189	POLY09-26
CP11-2303	CP99-1896	POLY09-26
CP11-2304	HoCP96-0540	CL89-5189
CP11-2305	HoCP96-0540	CL89-5189
CP11-2306	HoCP96-0540	CL89-5189
CP11-2307	HoCP96-0540	CL89-5189
CP11-2308	HoCP96-0540	CL89-5189
CP11-2309	HoCP96-0540	CL89-5189
CP11-2310	HoCP96-0540	CL89-5189
CP11-2311	HoCP96-0540	CL89-5189
CP11-2312	HoCP96-0540	CL89-5189
CP11-2313	HoCP96-0540	CL89-5189
CP11-2314	Ho06-0523	CL89-5189
CP11-2315	Ho06-0523	CL89-5189
CP11-2316	Ho06-0523	CL89-5189
CP11-2317	Ho06-0523	CL89-5189
CP11-2318	Ho06-0523	CL89-5189
CP11-2319	CP96-1252	CL92-1787
CP11-2320	CL89-5189	CL92-1787
CP11-2321	CL89-5189	CL92-1787
CP11-2322	CP97-1777	CL93-1858
CP11-2323	TCP87-3388	CL93-1858
CP11-2324	CP06-2614	CL93-1858
CP11-2325	CPCL05-1102	CL93-1858
CP11-2326	CPCL05-1102	CL93-1858
CP11-2327	CPCL05-1102	CL93-1858
CP11-2328	Ho06-0523	CL93-1858
CP11-2329	Ho06-0523	CL93-1858
CP11-2330	CL89-5189	CP02-2281
CP11-2331	CL89-5189	CP02-2281
CP11-2332	CL89-5189	CP02-2281
CP11-2333	CL90-4500	CP02-2281
CP11-2334	CL90-4500	CP02-2281
CP11-2335	CL90-4500	CP02-2281
CP11-2336	CPCL05-1102	CP02-2281
CP11-2337	CPCL02-0843	CP02-2281
CP11-2338	CPCL02-0843	CP02-2281
CP11-2339	CPCL02-0843	CP02-2281
CP11-2340	CPCL02-0843	CP02-2281
CP11-2341	CPCL02-0843	CP02-2281
CP11-2342	CPCL05-1201	CP02-2281
CP11-2343	CPCL05-1201	CP02-2281
CP11-2344	CPCL05-1201	CP02-2281
CP11-2345	CL89-5189	CP94-2059
CP11-2346	CL89-5189	CP94-2059
CP11-2347	CL61-0620	CP94-2059
CP11-2348	CL61-0620	CP94-2059
CP11-2349	CL61-0620	CP94-2059
CP11-2350	CP97-1777	CP94-2059
CP11-2351	CL89-5189	CP95-1039
CP11-2352	CL89-5189	CP95-1039
CP11-2353	CPCL06-8004	CP04-1252
CP11-2354	CPCL00-4027	CP04-1252
CP11-2355	TCP00-4521	male mix 09E
CP11-2356	CL95-5255	male mix 09E
CP11-2357	CL95-5255	male mix 09E
CP11-2358	CP01-2390	male mix 09E
CP11-2359	CP01-2390	male mix 09E
CP11-2360	CP02-2454	male mix 09E
CP11-2361	CP02-2454	male mix 09E
CP11-2362	CL92-0775	male mix 09F
CP11-2363	CL92-0775	male mix 09F
CP11-2364	CL95-5255	male mix 09F
CP11-2365	CP89-2377	male mix 09G
CP11-2366	CP06-2214	male mix 09G
CP11-2367	CP06-2214	male mix 09G
CP11-2368	CP99-1896	male mix 09G
CP11-2369	CP99-1896	male mix 09G
CP11-2370	CP99-1896	male mix 09G
CP11-2371	CPCL96-2061	CP88-1762
CP11-2372	CPCL96-2061	CP88-1762
CP11-2373	CPCL96-2061	CP88-1762
CP11-2374	Ho07-0613	HoCP04-0852
CP11-2375	Ho07-0613	HoCP04-0852
CP11-2376	Ho07-0613	HoCP04-0852
CP11-2377	Ho07-0613	HoCP04-0852
CP11-2378	Ho07-0613	HoCP04-0852
CP11-2379	Ho07-0613	HoCP04-0852
CP11-2380	Ho06-0523	HoCP04-0852
CP11-2381	Ho06-0523	HoCP04-0852
CP11-2382	L99-0226	HoCP04-0852
CP11-2383	Ho07-0613	Ho06-0520
CP11-2384	Ho07-0613	Ho06-0520
CP11-2385	HoCP00-0950	Ho06-0520
CP11-2386	CP06-2274	CP80-1743
CP11-2387	CL87-2882	TCP98-4454
CP11-2388	CP95-1039	TCP98-4454
CP11-2389	CPCL97-0393	TCP98-4454
CP11-2390	CPCL97-0393	TCP98-4454
CP11-2391	CPCL99-1371	TCP98-4454
CP11-2392	CP02-2281	CL88-4730
CP11-2393	CP02-2281	CL88-4730
CP11-2394	CP02-2454	CL89-5189
CP11-2395	CP02-2454	CL89-5189
CP11-2396	CP02-2454	CL89-5189
CP11-2397	CP02-2454	CL89-5189
CP11-2398	CP02-2454	CL89-5189
CP11-2399	CPCL05-1102	CP01-2390
CP11-2400	CL88-4730	HoCP96-0540
CP11-2401	CL88-4730	HoCP96-0540
CP11-2402	CL88-4730	HoCP96-0540
CP11-2403	CL89-5189	HoCP96-0540
CP11-2404	CL89-5189	HoCP96-0540
CP11-2405	CL89-5189	HoCP96-0540
CP11-2406	CP01-2390	CP04-1105
CP11-2407	CP01-2390	CP04-1105
CP11-2408	CP01-2390	CP04-1105
CP11-2409	CP01-2390	CP04-1105
CP11-2410	CP06-2341	CP04-1105
CP11-2411	CP02-2281	CP96-1252
CP11-2412	CPCL99-2103	CP04-1252
CP11-2413	CPCL99-2103	CP04-1252
CP11-2414	CP02-2281	CP04-1252
CP11-2415	CP02-2281	CP04-1252
CP11-2416	CP02-2281	CP04-1252
CP11-2417	CP02-2281	CP04-1252
CP11-2418	Ho05-0961	HoCP04-0852
CP11-2419	Ho05-0961	HoCP04-0852
CP11-2420	Ho05-0961	HoCP04-0852
CP11-2421	L01-0283	HoCP96-0540
CP11-2422	CPCL06-3272	HoCP96-0540
CP11-2423	CPCL06-3272	HoCP96-0540
CP11-2424	CL95-5255	HoCP96-0540
CP11-2425	CP03-1912	CL87-2944
CP11-2426	CPCL06-8004	male mix 09M
CP11-2427	CPCL06-8004	male mix 09M
CP11-2428	CL94-4531	CP88-1762
CP11-2429	CL94-4531	CP88-1762
CP11-2430	CL94-4531	CP88-1762
CP11-2431	CL94-4531	CP88-1762
CP11-2432	CL94-4531	CP88-1762
CP11-2433	CL94-4531	CP88-1762
CP11-2434	CL94-4531	CP88-1762
CP11-2435	CL94-4531	CP88-1762
CP11-2436	YT85-1253	MIX01-1
CP11-2437	YT85-1253	MIX01-1
CP11-2438	YT85-1253	MIX01-1
CP11-2439	YT85-1253	MIX01-1
CP11-2440	YT85-1253	MIX01-1
CP11-2441	CP92-1167	CP84-1198
CP11-2442	CP92-1167	CP84-1198
CP11-2443	CP97-2068	CP97-1362
CP11-2444	CP97-2068	CP97-1362
CP11-2445	CP97-2068	CP97-1362
CP11-2446	CP97-2068	CP97-1362
CP11-2447	CP95-1039	CP81-1254
CP11-2448	CP95-1039	CP81-1254
CP11-2449	CP95-1039	CP81-1254
CP11-2450	CP95-1039	CP81-1254
CP11-2451	CP95-1039	CP81-1254
CP11-2452	CP95-1039	CP81-1254
CP11-2453	CP95-1039	CP81-1254
CP11-2454	CP89-2377	CP98-1481
CP11-2455	CP89-2377	CP98-1481
CP11-2456	CP89-2377	CP98-1481
CP11-2457	CP89-2377	CP98-1481
CP11-2458	CP96-1252	02P08
CP11-2459	CP96-1252	02P08
CP11-2460	CP96-1252	02P08
CP11-2461	US99-0002	CP98-1481
CP11-2462	CP99-1889	CP84-1198
CP11-2463	CP99-1889	CP84-1198
CP11-2464	CP94-2203	CP84-1198
CP11-2465	CP94-2203	CP84-1198
CP11-2466	CP94-2095	CP97-1387
CP11-2467	CP94-2095	CP97-1387
CP11-2468	CP94-2095	CP97-1387
CP11-2469	CP94-2095	CP97-1387
CP11-2470	CP94-2095	CP97-1387
CP11-2471	CP94-2095	CP97-1387
CP11-2472	CP94-2095	CP97-1387
CP11-2473	CP94-2095	CP97-1387
CP11-2474	CP94-2095	CP97-1387
CP11-2475	CP94-2095	CP97-1387
CP11-2476	CP94-2095	CP97-1387
CP11-2477	CP94-2095	CP97-1387
CP11-2478	CP97-1068	CP94-2203
CP11-2479	CP97-1068	CP94-2203
CP11-2480	CP97-1068	CP94-2203
CP11-2481	CP99-1896	CP92-1167
CP11-2482	CP99-1896	CP92-1167
CP11-2483	CP99-1896	CP92-1167
CP11-2484	CP99-1896	CP92-1167
CP11-2485	CP99-1896	CP92-1167
CP11-2486	CP99-1896	CP92-1167
CP11-2487	CP99-1896	CP92-1167
CP11-2488	CP92-1167	04P13
CP11-2489	CP97-1989	CP80-1743
CP11-2490	CP97-1777	1P05
CP11-2491	CP97-1777	1P05
CP11-2492	CP97-1777	1P05
CP11-2493	CP97-1777	1P05
